description,Tier,id,num,itemid,itemnames,minhowmany,maxhowmany,rate,isshow,Ispercent,,,,,,,
장피 파편,지옥2,1229,1764,18,,5,6,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1229,1765,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1230,1766,1000,,4500000,3400000,1000000,TRUE,FALSE,,,,,,,
뱀파이어의 성,지옥2,1230,1767,1002,,71160,71160,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1230,1768,15,,119,246,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1230,1769,1700,,128,172,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1230,1770,18,,5,6,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1231,1771,1000,,4650000,3500000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1231,1772,1002,,72220,72220,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1231,1773,15,,120,248,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1231,1774,1700,,130,175,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1231,1775,18,,5,6,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1231,1776,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1232,1777,1000,,4800000,3600000,1000000,TRUE,FALSE,,,,,,,
끝없는 미로,지옥2,1232,1778,1002,,73280,73280,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1232,1779,15,,121,250,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1232,1780,1700,,132,178,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1232,1781,18,,5,6,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1233,1782,1000,,4950000,3700000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1233,1783,1002,,74340,74340,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1233,1784,15,,122,252,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1233,1785,1700,,134,181,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1233,1786,18,,5,6,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1233,1787,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1234,1788,1000,,5100000,3800000,1000000,TRUE,FALSE,,,,,,,
소서러 길드,지옥2,1234,1789,1002,,75400,75400,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1234,1790,15,,123,254,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1234,1791,1700,,136,184,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1234,1792,18,,5,6,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1235,1793,1000,,5250000,3900000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1235,1794,1002,,76460,76460,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1235,1795,15,,124,256,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1235,1796,1700,,138,187,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1235,1797,18,,5,6,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1235,1798,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1236,1799,1000,,5400000,4000000,1000000,TRUE,FALSE,,,,,,,
심해,지옥2,1236,1800,1002,,77520,77520,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1236,1801,15,,125,258,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1236,1802,1700,,140,190,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1236,1803,18,,5,6,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1237,1804,1000,,5550000,4100000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1237,1805,1002,,78580,78580,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1237,1806,15,,126,260,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1237,1807,1700,,142,193,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1237,1808,18,,5,6,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1237,1809,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1238,1810,1000,,5700000,4200000,1000000,TRUE,FALSE,,,,,,,
폭염지대,지옥2,1238,1811,1002,,79640,79640,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1238,1812,15,,127,262,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1238,1813,1700,,144,196,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1238,1814,18,,5,6,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1239,1815,1000,,5850000,4300000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1239,1816,1002,,80700,80700,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1239,1817,15,,128,264,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1239,1818,1700,,146,199,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1239,1819,18,,5,6,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1239,1820,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1240,1821,1000,,6000000,4400000,1000000,TRUE,FALSE,,,,,,,
언데드 출몰지역,지옥2,1240,1822,1002,,81760,81760,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1240,1823,15,,129,266,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1240,1824,1700,,148,202,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1240,1825,18,,5,6,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1241,1826,1000,,6150000,4500000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1241,1827,1002,,82820,82820,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1241,1828,15,,130,268,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1241,1829,1700,,150,205,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1241,1830,18,,5,6,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1241,1831,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1242,1832,1000,,6300000,4600000,1000000,TRUE,FALSE,,,,,,,
아이언헤븐,지옥2,1242,1833,1002,,83880,83880,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1242,1834,15,,131,270,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1242,1835,1700,,152,208,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1242,1836,18,,5,6,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1243,1837,1000,,6450000,4700000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1243,1838,1002,,84940,84940,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1243,1839,15,,132,272,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1243,1840,1700,,154,211,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1243,1841,18,,5,6,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1243,1842,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1244,1843,1000,,6600000,4800000,1000000,TRUE,FALSE,,,,,,,
모험가의 서,지옥2,1244,1844,1002,,86000,86000,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1244,1845,15,,133,274,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1244,1846,1700,,156,214,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1244,1847,18,,5,6,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1245,1848,1000,,6750000,4900000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1245,1849,1002,,87060,87060,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1245,1850,15,,134,276,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1245,1851,1700,,158,217,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1245,1852,18,,5,6,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1245,1853,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1246,1854,1000,,6900000,5000000,1000000,TRUE,FALSE,,,,,,,
마티노 초원,지옥2,1246,1855,1002,,88120,88120,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1246,1856,15,,135,278,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1246,1857,1700,,160,220,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1246,1858,18,,5,6,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1247,1859,1000,,7050000,5100000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1247,1860,1002,,89180,89180,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1247,1861,15,,136,280,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1247,1862,1700,,162,223,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1247,1863,18,,5,6,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1247,1864,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1248,1865,1000,,7200000,5200000,1000000,TRUE,FALSE,,,,,,,
마티노 앞 바다,지옥2,1248,1866,1002,,90240,90240,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1248,1867,15,,137,282,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1248,1868,1700,,164,226,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1248,1869,18,,5,6,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1249,1870,1000,,7350000,5300000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1249,1871,1002,,91300,91300,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1249,1872,15,,138,284,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1249,1873,1700,,166,229,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1249,1874,18,,5,6,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1249,1875,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1250,1876,1000,,7500000,5400000,1000000,TRUE,FALSE,,,,,,,
진'나가 랜드,지옥2,1250,1877,1002,,92360,92360,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1250,1878,15,,139,286,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1250,1879,1700,,168,232,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1250,1880,18,,6,7,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1251,1881,1000,,7650000,5500000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1251,1882,1002,,93420,93420,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1251,1883,15,,140,288,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1251,1884,1700,,170,235,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1251,1885,18,,6,7,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1251,1886,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1252,1887,1000,,7800000,5600000,1000000,TRUE,FALSE,,,,,,,
진'코볼트 주둔지,지옥2,1252,1888,1002,,94480,94480,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1252,1889,15,,141,290,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1252,1890,1700,,172,238,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1252,1891,18,,6,7,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1253,1892,1000,,7950000,5700000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1253,1893,1002,,95540,95540,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1253,1894,15,,142,292,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1253,1895,1700,,174,241,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1253,1896,18,,6,7,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1253,1897,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1254,1898,1000,,8100000,5800000,1000000,TRUE,FALSE,,,,,,,
진'음산한 마을,지옥2,1254,1899,1002,,96600,96600,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1254,1900,15,,143,294,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1254,1901,1700,,176,244,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1254,1902,18,,6,7,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1255,1903,1000,,8250000,5900000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1255,1904,1002,,97660,97660,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1255,1905,15,,144,296,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1255,1906,1700,,178,247,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1255,1907,18,,6,7,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1255,1908,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1256,1909,1000,,8400000,6000000,1000000,TRUE,FALSE,,,,,,,
진'아인 약탈지,지옥2,1256,1910,1002,,98720,98720,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1256,1911,15,,145,298,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1256,1912,1700,,180,250,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1256,1913,18,,6,7,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1257,1914,1000,,8550000,6100000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1257,1915,1002,,99780,99780,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1257,1916,15,,146,300,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1257,1917,1700,,182,253,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1257,1918,18,,6,7,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1257,1919,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1258,1920,1000,,8700000,6200000,1000000,TRUE,FALSE,,,,,,,
진'카지노,지옥2,1258,1921,1002,,100840,100840,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1258,1922,15,,147,302,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1258,1923,1700,,184,256,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1258,1924,18,,6,7,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1259,1925,1000,,8850000,6300000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1259,1926,1002,,101900,101900,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1259,1927,15,,148,304,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1259,1928,1700,,186,259,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1259,1929,18,,6,7,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1259,1930,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1260,1931,1000,,9000000,6400000,1000000,TRUE,FALSE,,,,,,,
진'버려진 숲,지옥2,1260,1932,1002,,102960,102960,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1260,1933,15,,149,306,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1260,1934,1700,,188,262,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1260,1935,18,,6,7,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1261,1936,1000,,9150000,6500000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1261,1937,1002,,104020,104020,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1261,1938,15,,150,308,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1261,1939,1700,,190,265,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1261,1940,18,,6,7,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1261,1941,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1262,1942,1000,,9300000,6600000,1000000,TRUE,FALSE,,,,,,,
고블린 숲 입구,지옥2,1262,1943,1002,,105080,105080,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1262,1944,15,,151,310,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1262,1945,1700,,192,268,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1262,1946,18,,6,7,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1263,1947,1000,,9450000,6700000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1263,1948,1002,,106140,106140,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1263,1949,15,,152,312,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1263,1950,1700,,194,271,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1263,1951,18,,6,7,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1263,1952,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1264,1953,1000,,9600000,6800000,1000000,TRUE,FALSE,,,,,,,
고블린 숲,지옥2,1264,1954,1002,,107200,107200,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1264,1955,15,,153,314,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1264,1956,1700,,196,274,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1264,1957,18,,6,7,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1265,1958,1000,,9750000,6900000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1265,1959,1002,,108260,108260,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1265,1960,15,,154,316,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1265,1961,1700,,198,277,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1265,1962,18,,6,7,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1265,1963,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1266,1964,1000,,9900000,7000000,1000000,TRUE,FALSE,,,,,,,
바닷가,지옥2,1266,1965,1002,,109320,109320,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1266,1966,15,,155,318,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1266,1967,1700,,200,280,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1266,1968,18,,6,7,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1267,1969,1000,,10050000,7100000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1267,1970,1002,,110380,110380,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1267,1971,15,,156,320,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1267,1972,1700,,202,283,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1267,1973,18,,6,7,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1267,1974,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1268,1975,1000,,10200000,7200000,1000000,TRUE,FALSE,,,,,,,
음산한 묘지,지옥2,1268,1976,1002,,111440,111440,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1268,1977,15,,157,322,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1268,1978,1700,,204,286,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1268,1979,18,,6,7,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1269,1980,1000,,10350000,7300000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1269,1981,1002,,112500,112500,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1269,1982,15,,158,324,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1269,1983,1700,,206,289,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1269,1984,18,,6,7,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1269,1985,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1270,1986,1000,,10500000,7400000,1000000,TRUE,FALSE,,,,,,,
뒤틀린 차원,지옥2,1270,1987,1002,,113560,113560,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1270,1988,15,,159,326,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1270,1989,1700,,208,292,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1270,1990,18,,6,7,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1271,1991,1000,,10650000,7500000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1271,1992,1002,,114620,114620,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1271,1993,15,,160,328,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1271,1994,1700,,210,295,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1271,1995,18,,6,7,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1271,1996,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,지옥2,1272,1997,1000,,10800000,7600000,1000000,TRUE,FALSE,,,,,,,
마족 집결지,지옥2,1272,1998,1002,,115680,115680,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1272,1999,15,,161,330,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1272,2000,1700,,212,298,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1272,2001,18,,6,7,20000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1273,2002,1000,,10950000,7700000,1000000,TRUE,FALSE,,,,,,,
보스,지옥2,1273,2003,1002,,116740,116740,1000000,TRUE,FALSE,,,,,,,
경험치,지옥2,1273,2004,15,,162,332,400000,TRUE,FALSE,,,,,,,
결정,지옥2,1273,2005,1700,,214,301,200000,TRUE,FALSE,,,,,,,
장피 파편,지옥2,1273,2006,18,,6,7,30000,TRUE,FALSE,,,,,,,
악몽의파편,지옥2,1273,2007,524,,1,1,3000,TRUE,FALSE,,,,,,,
악몽의파편주머니ㅏ,길드레이드,6008,2008,56,길드토큰,250,250,1000000,TRUE,FALSE,,,,,,,
길드레이드 9단계,길드레이드,6008,2009,1001,크리스탈,1100,1100,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6008,2010,18,지옥파편,70,70,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6008,2011,1005,전설 제작 비법서,1,3,300000,TRUE,FALSE,,,,,,,
,길드레이드,6008,2012,1006,신화 제작 비법서,1,2,200000,TRUE,FALSE,,,,,,,
,길드레이드,6008,2013,524,지옥 파편 꾸러미,1,1,100000,TRUE,FALSE,,,,,,,
,길드레이드,6008,2014,520,악몽 장신구★ 선택 상자,1,1,12000,TRUE,FALSE,,,,,,,
,길드레이드,6008,2015,50000,악몽 장신구 업그레이드 재료 1,1,1,30000,TRUE,FALSE,,,,,,,
,길드레이드,6008,2016,57,낡은 특수효과,10,10,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6009,2017,56,길드토큰,250,250,1000000,TRUE,FALSE,,,,,,,
길드레이드 10단계,길드레이드,6009,2018,1001,크리스탈,1200,1200,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6009,2019,18,지옥파편,90,90,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6009,2020,1005,전설 제작 비법서,1,3,300000,TRUE,FALSE,,,,,,,
,길드레이드,6009,2021,1006,신화 제작 비법서,1,2,200000,TRUE,FALSE,,,,,,,
,길드레이드,6009,2022,524,지옥 파편 꾸러미,1,1,120000,TRUE,FALSE,,,,,,,
,길드레이드,6009,2023,520,악몽 장신구★ 선택 상자,1,1,15000,TRUE,FALSE,,,,,,,
,길드레이드,6009,2024,50000,악몽 장신구 업그레이드 재료 1,1,1,40000,TRUE,FALSE,,,,,,,
,길드레이드,6009,2025,57,낡은 특수효과,10,10,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6010,2026,56,길드토큰,250,250,1000000,TRUE,FALSE,,,,,,,
길드레이드 11단계,길드레이드,6010,2027,1001,크리스탈,1300,1300,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6010,2028,18,지옥파편,110,110,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6010,2029,1005,전설 제작 비법서,1,3,320000,TRUE,FALSE,,,,,,,
,길드레이드,6010,2030,1006,신화 제작 비법서,1,2,220000,TRUE,FALSE,,,,,,,
,길드레이드,6010,2031,524,지옥 파편 꾸러미,1,1,130000,TRUE,FALSE,,,,,,,
,길드레이드,6010,2032,520,악몽 장신구★ 선택 상자,1,1,15000,TRUE,FALSE,,,,,,,
,길드레이드,6010,2033,50000,악몽 장신구 업그레이드 재료 1,1,1,50000,TRUE,FALSE,,,,,,,
,길드레이드,6010,2034,57,낡은 특수효과,10,10,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6011,2035,56,길드토큰,250,250,1000000,TRUE,FALSE,,,,,,,
길드레이드 12단계,길드레이드,6011,2036,1001,크리스탈,1400,1400,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6011,2037,18,지옥파편,130,130,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6011,2038,1005,전설 제작 비법서,1,3,350000,TRUE,FALSE,,,,,,,
,길드레이드,6011,2039,1006,신화 제작 비법서,1,2,250000,TRUE,FALSE,,,,,,,
,길드레이드,6011,2040,524,지옥 파편 꾸러미,1,1,150000,TRUE,FALSE,,,,,,,
,길드레이드,6011,2041,520,악몽 장신구★ 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
,길드레이드,6011,2042,50000,악몽 장신구 업그레이드 재료 1,1,1,70000,TRUE,FALSE,,,,,,,
,길드레이드,6011,2043,57,낡은 특수효과,10,10,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6012,2044,56,길드토큰,250,250,1000000,TRUE,FALSE,,,,,,,
길드레이드 13단계,길드레이드,6012,2045,1001,크리스탈,1500,1500,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6012,2046,18,지옥파편,140,140,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6012,2047,1005,전설 제작 비법서,1,3,350000,TRUE,FALSE,,,,,,,
,길드레이드,6012,2048,1006,신화 제작 비법서,1,2,250000,TRUE,FALSE,,,,,,,
,길드레이드,6012,2049,524,지옥 파편 꾸러미,1,1,150000,TRUE,FALSE,,,,,,,
,길드레이드,6012,2050,520,악몽 장신구★ 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
,길드레이드,6012,2051,50000,악몽 장신구 업그레이드 재료 1,1,1,70000,TRUE,FALSE,,,,,,,
,길드레이드,6012,2052,57,낡은 특수효과,10,10,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6013,2053,56,길드토큰,250,250,1000000,TRUE,FALSE,,,,,,,
길드레이드 14단계,길드레이드,6013,2054,1001,크리스탈,1600,1600,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6013,2055,18,지옥파편,160,160,1000000,TRUE,FALSE,,,,,,,
,길드레이드,6013,2056,1005,전설 제작 비법서,1,4,350000,TRUE,FALSE,,,,,,,
,길드레이드,6013,2057,1006,신화 제작 비법서,1,3,250000,TRUE,FALSE,,,,,,,
,길드레이드,6013,2058,524,지옥 파편 꾸러미,1,1,150000,TRUE,FALSE,,,,,,,
,길드레이드,6013,2059,520,악몽 장신구★ 선택 상자,1,1,20000,TRUE,FALSE,,,,,,,
